order_id,product_name,category,region,quantity,price,discount_percent,final_price,total_revenue,payment_status,order_status
12967,Sony Headphones,Electronics,North,2,8000,20,6400,12800,Failed,Failed
14290,Sony Headphones,Electronics,West,2,8000,20,6400,12800,Failed,Failed
14291,Nike Shoes,Fashion,North,3,5000,35,3250,9750,Failed,Failed
14292,Adidas Jacket,Fashion,North,3,4500,40,2700,8100,Success,Completed
14293,Apple Watch,Electronics,North,2,30000,20,24000,48000,Failed,Failed
14294,Wooden Table,Furniture,North,2,15000,20,12000,24000,Success,Completed
14295,Adidas Jacket,Fashion,West,1,4500,40,2700,2700,Success,Completed
14296,iPhone 14,Electronics,North,3,80000,50,40000,120000,Success,Completed
14297,Apple Watch,Electronics,North,2,30000,25,22500,45000,Failed,Failed
14298,HP Printer,Electronics,North,2,12000,40,7200,14400,Success,Completed
14299,Office Chair,Furniture,South,3,7000,40,4200,12600,Failed,Failed
14300,Adidas Jacket,Fashion,West,2,4500,20,3600,7200,Success,Completed
14301,Adidas Jacket,Fashion,South,1,4500,50,2250,2250,Failed,Failed
14302,Dell Laptop,Electronics,East,1,65000,25,48750,48750,Failed,Failed
14303,Nike Shoes,Fashion,West,2,5000,30,3500,7000,Success,Completed
14304,Dell Laptop,Electronics,North,1,65000,35,42250,42250,Success,Completed
14305,Wooden Table,Furniture,South,2,15000,50,7500,15000,Failed,Failed
14306,Adidas Jacket,Fashion,North,3,4500,25,3375,10125,Failed,Failed
14307,Apple Watch,Electronics,North,2,30000,25,22500,45000,Failed,Failed
14308,Nike Shoes,Fashion,South,3,5000,40,3000,9000,Failed,Failed
14309,Samsung TV,Electronics,South,1,45000,25,33750,33750,Success,Completed
14310,Sony Headphones,Electronics,West,2,8000,50,4000,8000,Failed,Failed
14311,Sony Headphones,Electronics,East,1,8000,40,4800,4800,Success,Completed
14312,Sony Headphones,Electronics,West,3,8000,20,6400,19200,Failed,Failed
14313,Apple Watch,Electronics,West,2,30000,25,22500,45000,Failed,Failed
14314,Samsung TV,Electronics,East,1,45000,40,27000,27000,Failed,Failed
14315,Nike Shoes,Fashion,North,2,5000,35,3250,6500,Failed,Failed
14316,Nike Shoes,Fashion,West,3,5000,25,3750,11250,Failed,Failed
14317,Adidas Jacket,Fashion,South,1,4500,25,3375,3375,Failed,Failed
14318,Apple Watch,Electronics,West,1,30000,30,21000,21000,Failed,Failed
14319,iPhone 14,Electronics,East,3,80000,40,48000,144000,Failed,Failed
14320,iPhone 14,Electronics,West,2,80000,40,48000,96000,Success,Completed
14321,Adidas Jacket,Fashion,East,3,4500,20,3600,10800,Success,Completed
14322,Nike Shoes,Fashion,East,3,5000,50,2500,7500,Failed,Failed
14323,Nike Shoes,Fashion,South,2,5000,30,3500,7000,Success,Completed
14324,Samsung TV,Electronics,East,2,45000,30,31500,63000,Failed,Failed
14325,Office Chair,Furniture,West,3,7000,30,4900,14700,Failed,Failed
14326,Dell Laptop,Electronics,East,3,65000,40,39000,117000,Failed,Failed
14327,Wooden Table,Furniture,South,3,15000,25,11250,33750,Failed,Failed
14328,iPhone 14,Electronics,East,3,80000,40,48000,144000,Success,Completed
14329,Samsung TV,Electronics,North,3,45000,50,22500,67500,Success,Completed
14330,Nike Shoes,Fashion,South,1,5000,20,4000,4000,Failed,Failed
14331,Dell Laptop,Electronics,East,2,65000,20,52000,104000,Failed,Failed
14332,Dell Laptop,Electronics,East,1,65000,35,42250,42250,Failed,Failed
14333,Sony Headphones,Electronics,West,1,8000,20,6400,6400,Success,Completed
14334,iPhone 14,Electronics,West,2,80000,20,64000,128000,Failed,Failed
14335,Dell Laptop,Electronics,North,1,65000,30,45500,45500,Success,Completed
14336,Sony Headphones,Electronics,South,1,8000,20,6400,6400,Success,Completed
14337,Nike Shoes,Fashion,West,3,5000,35,3250,9750,Failed,Failed
14338,Apple Watch,Electronics,East,1,30000,50,15000,15000,Success,Completed
14339,Wooden Table,Furniture,South,1,15000,20,12000,12000,Success,Completed
14340,Nike Shoes,Fashion,East,1,5000,20,4000,4000,Success,Completed
14341,Wooden Table,Furniture,West,3,15000,30,10500,31500,Failed,Failed
14342,Sony Headphones,Electronics,West,3,8000,25,6000,18000,Failed,Failed
14343,Nike Shoes,Fashion,South,3,5000,20,4000,12000,Failed,Failed
14344,Nike Shoes,Fashion,North,2,5000,50,2500,5000,Success,Completed
14345,Dell Laptop,Electronics,West,3,65000,30,45500,136500,Success,Completed
14346,Adidas Jacket,Fashion,South,3,4500,35,2925,8775,Success,Completed
14347,Wooden Table,Furniture,South,3,15000,40,9000,27000,Success,Completed
14348,Office Chair,Furniture,South,2,7000,40,4200,8400,Success,Completed
14349,Wooden Table,Furniture,North,1,15000,50,7500,7500,Success,Completed
14350,Samsung TV,Electronics,West,1,45000,50,22500,22500,Success,Completed
14351,HP Printer,Electronics,West,3,12000,40,7200,21600,Failed,Failed
14352,Adidas Jacket,Fashion,North,3,4500,35,2925,8775,Failed,Failed
14353,Office Chair,Furniture,South,3,7000,40,4200,12600,Failed,Failed
14354,Sony Headphones,Electronics,North,2,8000,25,6000,12000,Success,Completed
14355,Dell Laptop,Electronics,East,1,65000,50,32500,32500,Failed,Failed
14356,Apple Watch,Electronics,North,3,30000,35,19500,58500,Failed,Failed
14357,Adidas Jacket,Fashion,East,2,4500,40,2700,5400,Failed,Failed
14358,Apple Watch,Electronics,North,2,30000,50,15000,30000,Failed,Failed
14359,HP Printer,Electronics,West,2,12000,25,9000,18000,Success,Completed
14360,Nike Shoes,Fashion,East,2,5000,30,3500,7000,Success,Completed
14361,Sony Headphones,Electronics,East,1,8000,25,6000,6000,Success,Completed
14362,Nike Shoes,Fashion,West,2,5000,40,3000,6000,Failed,Failed
14363,Office Chair,Furniture,East,1,7000,50,3500,3500,Failed,Failed
14364,Samsung TV,Electronics,South,3,45000,30,31500,94500,Failed,Failed
14365,Sony Headphones,Electronics,East,1,8000,30,5600,5600,Success,Completed
14366,Office Chair,Furniture,North,3,7000,25,5250,15750,Success,Completed
14367,Adidas Jacket,Fashion,South,3,4500,35,2925,8775,Failed,Failed
14368,HP Printer,Electronics,East,2,12000,50,6000,12000,Failed,Failed
14369,Nike Shoes,Fashion,South,1,5000,30,3500,3500,Success,Completed
14370,Samsung TV,Electronics,North,1,45000,40,27000,27000,Failed,Failed
14371,Adidas Jacket,Fashion,South,1,4500,40,2700,2700,Success,Completed
14372,Sony Headphones,Electronics,South,3,8000,50,4000,12000,Failed,Failed
14373,Adidas Jacket,Fashion,West,3,4500,50,2250,6750,Success,Completed
14374,Apple Watch,Electronics,South,1,30000,50,15000,15000,Success,Completed
14375,Nike Shoes,Fashion,North,3,5000,20,4000,12000,Success,Completed
14376,HP Printer,Electronics,North,3,12000,50,6000,18000,Success,Completed
14377,Adidas Jacket,Fashion,South,1,4500,40,2700,2700,Failed,Failed
14378,Dell Laptop,Electronics,North,3,65000,40,39000,117000,Success,Completed
14379,Dell Laptop,Electronics,South,1,65000,40,39000,39000,Success,Completed
14380,Adidas Jacket,Fashion,West,3,4500,40,2700,8100,Failed,Failed
14381,Nike Shoes,Fashion,West,1,5000,35,3250,3250,Success,Completed
14382,Dell Laptop,Electronics,North,3,65000,30,45500,136500,Failed,Failed
14383,Samsung TV,Electronics,South,1,45000,35,29250,29250,Failed,Failed
14384,Sony Headphones,Electronics,South,1,8000,20,6400,6400,Failed,Failed
14385,Dell Laptop,Electronics,South,1,65000,35,42250,42250,Success,Completed
14386,Wooden Table,Furniture,West,1,15000,30,10500,10500,Failed,Failed
14387,Nike Shoes,Fashion,West,3,5000,25,3750,11250,Failed,Failed
14388,Office Chair,Furniture,West,3,7000,20,5600,16800,Failed,Failed
14389,Sony Headphones,Electronics,West,2,8000,40,4800,9600,Success,Completed
14390,Dell Laptop,Electronics,West,1,65000,20,52000,52000,Success,Completed
14391,Dell Laptop,Electronics,East,3,65000,50,32500,97500,Success,Completed
14392,Samsung TV,Electronics,South,2,45000,30,31500,63000,Success,Completed
14393,Nike Shoes,Fashion,South,2,5000,25,3750,7500,Success,Completed
14394,Sony Headphones,Electronics,East,1,8000,50,4000,4000,Success,Completed
14395,Wooden Table,Furniture,East,3,15000,20,12000,36000,Failed,Failed
14396,iPhone 14,Electronics,North,3,80000,25,60000,180000,Success,Completed
14397,Nike Shoes,Fashion,East,3,5000,20,4000,12000,Failed,Failed
14398,Sony Headphones,Electronics,South,2,8000,30,5600,11200,Failed,Failed
14399,iPhone 14,Electronics,South,2,80000,50,40000,80000,Failed,Failed
14400,iPhone 14,Electronics,East,1,80000,30,56000,56000,Failed,Failed
14401,Adidas Jacket,Fashion,North,1,4500,25,3375,3375,Failed,Failed
14402,Wooden Table,Furniture,East,1,15000,40,9000,9000,Failed,Failed
14403,Apple Watch,Electronics,North,3,30000,20,24000,72000,Success,Completed
14404,Samsung TV,Electronics,East,1,45000,20,36000,36000,Success,Completed
14405,Sony Headphones,Electronics,East,1,8000,35,5200,5200,Success,Completed
14406,Sony Headphones,Electronics,South,3,8000,40,4800,14400,Success,Completed
14407,Office Chair,Furniture,West,2,7000,30,4900,9800,Success,Completed
14408,iPhone 14,Electronics,North,2,80000,30,56000,112000,Success,Completed
14409,Apple Watch,Electronics,North,3,30000,35,19500,58500,Success,Completed
14410,Adidas Jacket,Fashion,East,1,4500,50,2250,2250,Failed,Failed
14411,iPhone 14,Electronics,West,3,80000,35,52000,156000,Success,Completed
14412,Adidas Jacket,Fashion,West,2,4500,40,2700,5400,Success,Completed
14413,Samsung TV,Electronics,South,3,45000,20,36000,108000,Success,Completed
14414,Office Chair,Furniture,West,1,7000,30,4900,4900,Success,Completed
14415,Dell Laptop,Electronics,North,3,65000,35,42250,126750,Success,Completed
14416,Samsung TV,Electronics,North,2,45000,20,36000,72000,Failed,Failed
14417,Nike Shoes,Fashion,East,2,5000,30,3500,7000,Failed,Failed
14418,iPhone 14,Electronics,South,2,80000,40,48000,96000,Failed,Failed
14419,Apple Watch,Electronics,North,3,30000,30,21000,63000,Failed,Failed
14420,Samsung TV,Electronics,East,2,45000,40,27000,54000,Success,Completed
14421,Office Chair,Furniture,South,3,7000,25,5250,15750,Failed,Failed
14422,Office Chair,Furniture,South,3,7000,50,3500,10500,Success,Completed
14423,Office Chair,Furniture,East,2,7000,30,4900,9800,Failed,Failed
14424,Wooden Table,Furniture,West,2,15000,35,9750,19500,Success,Completed
14425,HP Printer,Electronics,East,1,12000,35,7800,7800,Failed,Failed
14426,Sony Headphones,Electronics,West,3,8000,50,4000,12000,Failed,Failed
14427,iPhone 14,Electronics,East,2,80000,20,64000,128000,Success,Completed
14428,Wooden Table,Furniture,East,2,15000,50,7500,15000,Success,Completed
14429,iPhone 14,Electronics,North,2,80000,40,48000,96000,Failed,Failed
14430,Samsung TV,Electronics,East,2,45000,25,33750,67500,Success,Completed
14431,Nike Shoes,Fashion,South,3,5000,50,2500,7500,Failed,Failed
14432,iPhone 14,Electronics,South,3,80000,50,40000,120000,Failed,Failed
14433,Adidas Jacket,Fashion,East,3,4500,40,2700,8100,Success,Completed
14434,Office Chair,Furniture,North,1,7000,50,3500,3500,Failed,Failed
14435,Samsung TV,Electronics,East,2,45000,35,29250,58500,Success,Completed
14436,Dell Laptop,Electronics,East,3,65000,35,42250,126750,Failed,Failed
14437,iPhone 14,Electronics,North,2,80000,30,56000,112000,Failed,Failed
14438,HP Printer,Electronics,North,2,12000,40,7200,14400,Failed,Failed
14439,HP Printer,Electronics,West,1,12000,20,9600,9600,Failed,Failed
14440,Adidas Jacket,Fashion,North,1,4500,30,3150,3150,Success,Completed
14441,Dell Laptop,Electronics,West,3,65000,30,45500,136500,Success,Completed
14442,Wooden Table,Furniture,West,1,15000,30,10500,10500,Success,Completed
14443,Samsung TV,Electronics,West,1,45000,50,22500,22500,Success,Completed
14444,Dell Laptop,Electronics,North,3,65000,20,52000,156000,Failed,Failed
14445,iPhone 14,Electronics,East,3,80000,40,48000,144000,Failed,Failed
14446,Sony Headphones,Electronics,East,1,8000,35,5200,5200,Success,Completed
14447,Adidas Jacket,Fashion,South,3,4500,20,3600,10800,Success,Completed
14448,Nike Shoes,Fashion,North,2,5000,30,3500,7000,Failed,Failed
14449,Apple Watch,Electronics,West,3,30000,35,19500,58500,Success,Completed
14450,Adidas Jacket,Fashion,South,2,4500,50,2250,4500,Failed,Failed
14451,Sony Headphones,Electronics,West,3,8000,25,6000,18000,Failed,Failed
14452,Office Chair,Furniture,South,3,7000,30,4900,14700,Success,Completed
14453,Dell Laptop,Electronics,South,1,65000,20,52000,52000,Failed,Failed
14454,Dell Laptop,Electronics,South,3,65000,25,48750,146250,Failed,Failed
14455,HP Printer,Electronics,North,3,12000,20,9600,28800,Failed,Failed
14456,Nike Shoes,Fashion,North,3,5000,35,3250,9750,Success,Completed
14457,HP Printer,Electronics,South,3,12000,25,9000,27000,Success,Completed
14458,HP Printer,Electronics,East,3,12000,50,6000,18000,Failed,Failed
14459,Office Chair,Furniture,North,3,7000,25,5250,15750,Failed,Failed
14460,Sony Headphones,Electronics,South,1,8000,40,4800,4800,Failed,Failed
14461,Wooden Table,Furniture,West,2,15000,40,9000,18000,Failed,Failed
14462,HP Printer,Electronics,South,1,12000,35,7800,7800,Failed,Failed
14463,Nike Shoes,Fashion,East,2,5000,25,3750,7500,Failed,Failed
14464,Sony Headphones,Electronics,North,3,8000,25,6000,18000,Failed,Failed
14465,Sony Headphones,Electronics,East,3,8000,20,6400,19200,Failed,Failed
14466,iPhone 14,Electronics,West,3,80000,50,40000,120000,Success,Completed
14467,Samsung TV,Electronics,West,2,45000,35,29250,58500,Success,Completed
14468,Sony Headphones,Electronics,North,1,8000,40,4800,4800,Success,Completed
14469,Apple Watch,Electronics,South,3,30000,30,21000,63000,Success,Completed
14470,iPhone 14,Electronics,East,1,80000,25,60000,60000,Failed,Failed
14471,Apple Watch,Electronics,West,2,30000,35,19500,39000,Failed,Failed
14472,Samsung TV,Electronics,North,2,45000,40,27000,54000,Failed,Failed
14473,Sony Headphones,Electronics,North,2,8000,20,6400,12800,Success,Completed
14474,Dell Laptop,Electronics,East,3,65000,25,48750,146250,Success,Completed
14475,Apple Watch,Electronics,North,1,30000,35,19500,19500,Failed,Failed
14476,Nike Shoes,Fashion,West,2,5000,40,3000,6000,Success,Completed
14477,Nike Shoes,Fashion,North,3,5000,20,4000,12000,Success,Completed
14478,HP Printer,Electronics,East,1,12000,30,8400,8400,Success,Completed
14479,Sony Headphones,Electronics,East,1,8000,50,4000,4000,Failed,Failed
14480,Nike Shoes,Fashion,North,1,5000,50,2500,2500,Failed,Failed
14481,Adidas Jacket,Fashion,East,1,4500,30,3150,3150,Success,Completed
14482,Wooden Table,Furniture,East,3,15000,20,12000,36000,Success,Completed
14483,Wooden Table,Furniture,South,1,15000,35,9750,9750,Success,Completed
14484,Wooden Table,Furniture,North,1,15000,50,7500,7500,Failed,Failed
14485,Dell Laptop,Electronics,North,3,65000,40,39000,117000,Success,Completed
14486,HP Printer,Electronics,East,2,12000,30,8400,16800,Failed,Failed
14487,Samsung TV,Electronics,North,2,45000,35,29250,58500,Failed,Failed
14488,Adidas Jacket,Fashion,West,3,4500,20,3600,10800,Success,Completed
14489,iPhone 14,Electronics,West,1,80000,30,56000,56000,Failed,Failed
14490,iPhone 14,Electronics,North,1,80000,35,52000,52000,Success,Completed
14491,Nike Shoes,Fashion,West,2,5000,50,2500,5000,Failed,Failed
14492,Adidas Jacket,Fashion,West,1,4500,50,2250,2250,Failed,Failed
14493,Adidas Jacket,Fashion,West,1,4500,25,3375,3375,Failed,Failed
14494,Nike Shoes,Fashion,East,1,5000,30,3500,3500,Failed,Failed
14495,Nike Shoes,Fashion,East,1,5000,35,3250,3250,Failed,Failed
14496,Sony Headphones,Electronics,East,1,8000,20,6400,6400,Success,Completed
14497,Sony Headphones,Electronics,South,3,8000,50,4000,12000,Success,Completed
14498,Nike Shoes,Fashion,East,3,5000,35,3250,9750,Success,Completed
14499,iPhone 14,Electronics,North,3,80000,35,52000,156000,Failed,Failed
14500,Office Chair,Furniture,South,1,7000,50,3500,3500,Failed,Failed
14501,HP Printer,Electronics,West,3,12000,20,9600,28800,Failed,Failed
14502,Office Chair,Furniture,West,2,7000,30,4900,9800,Success,Completed
14503,Sony Headphones,Electronics,North,3,8000,25,6000,18000,Failed,Failed
14504,HP Printer,Electronics,East,1,12000,50,6000,6000,Success,Completed
14505,Samsung TV,Electronics,West,2,45000,20,36000,72000,Failed,Failed
14506,Samsung TV,Electronics,North,2,45000,20,36000,72000,Failed,Failed
14507,Sony Headphones,Electronics,South,2,8000,25,6000,12000,Success,Completed
14508,Nike Shoes,Fashion,East,3,5000,25,3750,11250,Success,Completed
14509,Dell Laptop,Electronics,East,3,65000,25,48750,146250,Failed,Failed
14510,Wooden Table,Furniture,West,1,15000,30,10500,10500,Success,Completed
14511,Adidas Jacket,Fashion,North,3,4500,25,3375,10125,Success,Completed
14512,HP Printer,Electronics,North,1,12000,25,9000,9000,Failed,Failed
14513,iPhone 14,Electronics,East,1,80000,25,60000,60000,Failed,Failed
14514,Apple Watch,Electronics,North,3,30000,40,18000,54000,Success,Completed
14515,Office Chair,Furniture,South,1,7000,50,3500,3500,Success,Completed
14516,Samsung TV,Electronics,South,3,45000,30,31500,94500,Failed,Failed
14517,Office Chair,Furniture,East,2,7000,30,4900,9800,Failed,Failed
14518,Apple Watch,Electronics,West,1,30000,20,24000,24000,Success,Completed
14519,iPhone 14,Electronics,North,1,80000,20,64000,64000,Success,Completed
14520,Apple Watch,Electronics,West,1,30000,40,18000,18000,Success,Completed
14521,Sony Headphones,Electronics,West,3,8000,30,5600,16800,Failed,Failed
14522,iPhone 14,Electronics,East,1,80000,20,64000,64000,Success,Completed
14523,HP Printer,Electronics,North,2,12000,35,7800,15600,Failed,Failed
14524,Apple Watch,Electronics,North,2,30000,25,22500,45000,Failed,Failed
14525,Sony Headphones,Electronics,North,1,8000,40,4800,4800,Success,Completed
14526,Samsung TV,Electronics,North,3,45000,25,33750,101250,Success,Completed
14527,Nike Shoes,Fashion,South,1,5000,35,3250,3250,Success,Completed
14528,Nike Shoes,Fashion,West,2,5000,50,2500,5000,Success,Completed
14529,Dell Laptop,Electronics,West,2,65000,25,48750,97500,Success,Completed
14530,iPhone 14,Electronics,North,1,80000,50,40000,40000,Failed,Failed
14531,Nike Shoes,Fashion,North,3,5000,40,3000,9000,Success,Completed
14532,Dell Laptop,Electronics,East,2,65000,25,48750,97500,Failed,Failed
14533,Wooden Table,Furniture,East,1,15000,50,7500,7500,Success,Completed
14534,Office Chair,Furniture,South,2,7000,20,5600,11200,Failed,Failed
14535,Apple Watch,Electronics,South,3,30000,25,22500,67500,Success,Completed
14536,Dell Laptop,Electronics,East,1,65000,50,32500,32500,Failed,Failed
14537,Nike Shoes,Fashion,North,2,5000,40,3000,6000,Failed,Failed
14538,iPhone 14,Electronics,West,2,80000,30,56000,112000,Success,Completed
14539,Dell Laptop,Electronics,North,3,65000,30,45500,136500,Success,Completed
14540,Dell Laptop,Electronics,East,2,65000,20,52000,104000,Success,Completed
14541,Samsung TV,Electronics,East,3,45000,25,33750,101250,Failed,Failed
14542,Apple Watch,Electronics,East,2,30000,25,22500,45000,Success,Completed
14543,HP Printer,Electronics,North,3,12000,20,9600,28800,Success,Completed
14544,Nike Shoes,Fashion,West,1,5000,50,2500,2500,Success,Completed
14545,iPhone 14,Electronics,West,1,80000,50,40000,40000,Failed,Failed
14546,Dell Laptop,Electronics,North,1,65000,50,32500,32500,Failed,Failed
14547,Sony Headphones,Electronics,West,3,8000,35,5200,15600,Failed,Failed
14548,Sony Headphones,Electronics,South,3,8000,35,5200,15600,Success,Completed
14549,Nike Shoes,Fashion,North,3,5000,20,4000,12000,Success,Completed
14550,Samsung TV,Electronics,East,2,45000,40,27000,54000,Success,Completed
14551,Sony Headphones,Electronics,North,2,8000,30,5600,11200,Success,Completed
14552,Wooden Table,Furniture,West,3,15000,50,7500,22500,Failed,Failed
14553,Office Chair,Furniture,South,2,7000,30,4900,9800,Success,Completed
14554,Nike Shoes,Fashion,West,2,5000,35,3250,6500,Failed,Failed
14555,Dell Laptop,Electronics,South,2,65000,20,52000,104000,Failed,Failed
14556,Wooden Table,Furniture,North,3,15000,30,10500,31500,Success,Completed
14557,Nike Shoes,Fashion,West,1,5000,35,3250,3250,Failed,Failed
14558,HP Printer,Electronics,North,3,12000,50,6000,18000,Success,Completed
14559,Dell Laptop,Electronics,East,2,65000,30,45500,91000,Failed,Failed
14560,Samsung TV,Electronics,West,1,45000,50,22500,22500,Failed,Failed
14561,Sony Headphones,Electronics,East,3,8000,25,6000,18000,Success,Completed
14562,Adidas Jacket,Fashion,North,2,4500,30,3150,6300,Success,Completed
14563,Wooden Table,Furniture,South,2,15000,40,9000,18000,Success,Completed
14564,Apple Watch,Electronics,West,2,30000,25,22500,45000,Failed,Failed
14565,Nike Shoes,Fashion,West,1,5000,30,3500,3500,Success,Completed
14566,iPhone 14,Electronics,North,2,80000,20,64000,128000,Failed,Failed
14567,Sony Headphones,Electronics,East,2,8000,35,5200,10400,Success,Completed
14568,iPhone 14,Electronics,South,1,80000,50,40000,40000,Success,Completed
14569,Adidas Jacket,Fashion,West,1,4500,40,2700,2700,Failed,Failed
14570,Dell Laptop,Electronics,South,3,65000,30,45500,136500,Success,Completed
14571,Sony Headphones,Electronics,East,2,8000,35,5200,10400,Success,Completed
14572,Wooden Table,Furniture,West,1,15000,35,9750,9750,Success,Completed
14573,HP Printer,Electronics,West,2,12000,40,7200,14400,Failed,Failed
14574,Office Chair,Furniture,North,3,7000,25,5250,15750,Success,Completed
14575,Nike Shoes,Fashion,West,3,5000,25,3750,11250,Success,Completed
14576,Samsung TV,Electronics,East,1,45000,40,27000,27000,Success,Completed
14577,iPhone 14,Electronics,West,1,80000,20,64000,64000,Failed,Failed
14578,Dell Laptop,Electronics,South,1,65000,35,42250,42250,Success,Completed
14579,Wooden Table,Furniture,West,3,15000,20,12000,36000,Failed,Failed
14580,Wooden Table,Furniture,East,3,15000,50,7500,22500,Success,Completed
14581,Apple Watch,Electronics,South,1,30000,25,22500,22500,Failed,Failed
14582,Dell Laptop,Electronics,North,2,65000,40,39000,78000,Success,Completed
14583,Office Chair,Furniture,South,1,7000,50,3500,3500,Success,Completed
14584,Sony Headphones,Electronics,South,3,8000,25,6000,18000,Success,Completed
14585,iPhone 14,Electronics,North,3,80000,25,60000,180000,Failed,Failed
14586,iPhone 14,Electronics,East,1,80000,50,40000,40000,Failed,Failed
14587,Sony Headphones,Electronics,North,1,8000,20,6400,6400,Success,Completed
14588,Office Chair,Furniture,West,1,7000,40,4200,4200,Failed,Failed
14589,HP Printer,Electronics,East,2,12000,35,7800,15600,Success,Completed
14590,Apple Watch,Electronics,North,1,30000,20,24000,24000,Success,Completed
14591,Sony Headphones,Electronics,South,3,8000,30,5600,16800,Success,Completed
14592,Wooden Table,Furniture,East,2,15000,20,12000,24000,Success,Completed
14593,Apple Watch,Electronics,West,3,30000,30,21000,63000,Failed,Failed
14594,Samsung TV,Electronics,South,1,45000,50,22500,22500,Success,Completed
14595,Adidas Jacket,Fashion,North,2,4500,35,2925,5850,Failed,Failed
14596,iPhone 14,Electronics,East,3,80000,35,52000,156000,Failed,Failed
14597,iPhone 14,Electronics,South,1,80000,50,40000,40000,Failed,Failed
14598,Dell Laptop,Electronics,North,3,65000,30,45500,136500,Failed,Failed
14599,Apple Watch,Electronics,South,3,30000,50,15000,45000,Success,Completed
14600,Apple Watch,Electronics,North,3,30000,25,22500,67500,Success,Completed
14601,Apple Watch,Electronics,South,2,30000,40,18000,36000,Failed,Failed
14602,Sony Headphones,Electronics,South,3,8000,50,4000,12000,Success,Completed
14603,Wooden Table,Furniture,North,2,15000,20,12000,24000,Success,Completed
14604,Office Chair,Furniture,North,1,7000,35,4550,4550,Success,Completed
14605,Adidas Jacket,Fashion,East,1,4500,25,3375,3375,Success,Completed
14606,HP Printer,Electronics,East,2,12000,20,9600,19200,Success,Completed
14607,Office Chair,Furniture,North,3,7000,30,4900,14700,Failed,Failed
14608,HP Printer,Electronics,East,2,12000,40,7200,14400,Failed,Failed
14609,Wooden Table,Furniture,East,1,15000,40,9000,9000,Success,Completed
14610,Wooden Table,Furniture,South,2,15000,25,11250,22500,Success,Completed
14611,Dell Laptop,Electronics,West,3,65000,20,52000,156000,Success,Completed
14612,iPhone 14,Electronics,South,2,80000,50,40000,80000,Success,Completed
14613,Dell Laptop,Electronics,East,3,65000,35,42250,126750,Success,Completed
14614,Sony Headphones,Electronics,West,2,8000,35,5200,10400,Failed,Failed
14615,iPhone 14,Electronics,North,1,80000,25,60000,60000,Success,Completed
14616,Sony Headphones,Electronics,North,2,8000,50,4000,8000,Success,Completed
14617,HP Printer,Electronics,East,1,12000,25,9000,9000,Success,Completed
14618,Apple Watch,Electronics,South,2,30000,25,22500,45000,Success,Completed
14619,Adidas Jacket,Fashion,North,2,4500,50,2250,4500,Success,Completed
14620,iPhone 14,Electronics,East,3,80000,20,64000,192000,Failed,Failed
14621,Sony Headphones,Electronics,East,1,8000,40,4800,4800,Failed,Failed
14622,Office Chair,Furniture,West,1,7000,20,5600,5600,Failed,Failed
14623,Apple Watch,Electronics,South,1,30000,50,15000,15000,Success,Completed
14624,Dell Laptop,Electronics,South,3,65000,40,39000,117000,Success,Completed
14625,Nike Shoes,Fashion,South,3,5000,50,2500,7500,Success,Completed
14626,iPhone 14,Electronics,North,2,80000,25,60000,120000,Success,Completed
14627,iPhone 14,Electronics,South,2,80000,30,56000,112000,Failed,Failed
14628,Wooden Table,Furniture,East,2,15000,35,9750,19500,Failed,Failed
14629,Sony Headphones,Electronics,West,2,8000,40,4800,9600,Success,Completed
14630,HP Printer,Electronics,East,3,12000,40,7200,21600,Failed,Failed
14631,Nike Shoes,Fashion,North,2,5000,20,4000,8000,Success,Completed
14632,Sony Headphones,Electronics,North,3,8000,35,5200,15600,Success,Completed
14633,Samsung TV,Electronics,North,3,45000,35,29250,87750,Failed,Failed
14634,iPhone 14,Electronics,South,1,80000,20,64000,64000,Success,Completed
14635,Sony Headphones,Electronics,North,2,8000,20,6400,12800,Failed,Failed
14636,Samsung TV,Electronics,West,3,45000,35,29250,87750,Failed,Failed
14637,Dell Laptop,Electronics,West,3,65000,35,42250,126750,Success,Completed
14638,Office Chair,Furniture,West,3,7000,35,4550,13650,Failed,Failed
14639,Apple Watch,Electronics,North,3,30000,30,21000,63000,Success,Completed
14640,Adidas Jacket,Fashion,North,2,4500,30,3150,6300,Success,Completed
14641,Wooden Table,Furniture,West,2,15000,40,9000,18000,Success,Completed
14642,Adidas Jacket,Fashion,North,2,4500,50,2250,4500,Failed,Failed
14643,Office Chair,Furniture,West,3,7000,25,5250,15750,Success,Completed
14644,Adidas Jacket,Fashion,South,2,4500,20,3600,7200,Success,Completed
14645,Apple Watch,Electronics,East,3,30000,40,18000,54000,Failed,Failed
14646,Nike Shoes,Fashion,West,3,5000,20,4000,12000,Success,Completed
14647,Wooden Table,Furniture,South,1,15000,20,12000,12000,Success,Completed
14648,Office Chair,Furniture,North,1,7000,35,4550,4550,Success,Completed
14649,Nike Shoes,Fashion,South,2,5000,35,3250,6500,Success,Completed
14650,Office Chair,Furniture,North,3,7000,25,5250,15750,Failed,Failed
14651,Samsung TV,Electronics,North,1,45000,50,22500,22500,Success,Completed
14652,Wooden Table,Furniture,West,1,15000,25,11250,11250,Failed,Failed
14653,Samsung TV,Electronics,West,2,45000,35,29250,58500,Failed,Failed
14654,Office Chair,Furniture,West,1,7000,50,3500,3500,Success,Completed
14655,HP Printer,Electronics,South,1,12000,20,9600,9600,Failed,Failed
14656,Sony Headphones,Electronics,South,1,8000,25,6000,6000,Failed,Failed
